LayerName,LayerType,Theoretical Flops,flop_count_sp
convolution,Conv,149520384,353818688
batchnorm,BatchNorm,5537792,16621568
activation,Relu,5537792,5537792
pooling,Pooling,0,692224
convolution1,Conv,398721024,394362880
batchnorm1,BatchNorm,2768896,8323072
activation1,Relu,2768896,2768896
pooling1,Pooling,0,346112
convolution2,Conv,398721024,385231104
batchnorm2,BatchNorm,1384448,4186112
activation2,Relu,1384448,1384448
pooling2,Pooling,0,173056
convolution3,Conv,398721024,373088768
batchnorm3,BatchNorm,692224,2142208
activation3,Relu,692224,692224
pooling3,Pooling,0,86528
convolution4,Conv,398721024,339886080
batchnorm4,BatchNorm,346112,1103872
activation4,Relu,346112,346112
pooling4,Pooling,0,43264
convolution5,Conv,398721024,302051840
batchnorm5,BatchNorm,173056,551936
activation5,Relu,173056,173056
pooling5,Pooling,0,73728
convolution6,Conv,1358954496,1208061952
batchnorm6,BatchNorm,294912,950272
activation6,Relu,294912,294912
convolution7,Conv,2717908992,2416021504
batchnorm7,BatchNorm,294912,950272
activation7,Relu,294912,294912
convolution8,Conv,36864000,41961040
convolution8,Conv,36864000,72000
