LayerName,LayerType,Theoretical Flops,dram_read_bytes,dram_write_bytes
convolution,Conv,149520384,0,0
batchnorm,BatchNorm,5537792,0,0
activation,Relu,5537792,0,0
pooling,Pooling,0,0,0
convolution1,Conv,398721024,0,0
batchnorm1,BatchNorm,2768896,0,0
activation1,Relu,2768896,0,0
pooling1,Pooling,0,0,0
convolution2,Conv,398721024,0,0
batchnorm2,BatchNorm,1384448,0,0
activation2,Relu,1384448,0,0
pooling2,Pooling,0,0,0
convolution3,Conv,398721024,0,0
batchnorm3,BatchNorm,692224,0,0
activation3,Relu,692224,0,0
pooling3,Pooling,0,0,0
convolution4,Conv,398721024,0,0
batchnorm4,BatchNorm,346112,0,0
activation4,Relu,346112,0,0
pooling4,Pooling,0,0,0
convolution5,Conv,398721024,0,0
batchnorm5,BatchNorm,173056,0,0
activation5,Relu,173056,0,0
pooling5,Pooling,0,0,0
convolution6,Conv,1358954496,0,0
batchnorm6,BatchNorm,294912,0,0
activation6,Relu,294912,0,0
convolution7,Conv,2717908992,0,0
batchnorm7,BatchNorm,294912,0,0
activation7,Relu,294912,0,0
convolution8,Conv,36864000,0,0
convolution8,Conv,36864000,0,0
